seller_name,Count_of_favs,total_sales,total_shop_reviews,shop_rating,years_active_with_Etsy,seller_return_policy,seller_return_time,seller_shipping_time,seller_responsivess
erdiscounts,"37 Admirers","374 sales","(64)","4.5769","On Etsy since 2018","","","1–3 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
svelteSTUFFj,"242 Admirers","621 sales","(191)","4.75","On Etsy since 2010","I don't accept returns, exchanges, or cancellations","","3–5 business days","within 24 hours."
OurOldiesButGoodies,"78 Admirers","417 sales","(98)","4.8519","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","1–5 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
DeeEgypt,"2566 Admirers","3,229 sales","(749)","4.9179","On Etsy since 2015","","","6–8 weeks","within 24 hours."
WelshHeirlooms,"1067 Admirers","2,820 sales","(800)","4.8224","On Etsy since 2015","I gladly accept returns","14 days of delivery","3–5 business days","within 24 hours."
WelshHeirlooms,"1067 Admirers","2,820 sales","(800)","4.8224","On Etsy since 2015","I gladly accept returns","14 days of delivery","3–5 business days","within 24 hours."
BolliniCurios,"19 Admirers","36 sales","(5)","5","On Etsy since 2017","","","1–3 business days","within a few hours."
Funkystuff13,"1141 Admirers","4,076 sales","(1030)","4.9564","On Etsy since 2012","I gladly accept cancellations","24 hours of purchase","1–3 business days","within a few hours."
ClothPaperVintage,"1018 Admirers","1,916 sales","(506)","4.9906","On Etsy since 2012","I gladly accept returns and cancellations","7 days of delivery","1 business day","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
WelshHeirlooms,"1067 Admirers","2,820 sales","(800)","4.8224","On Etsy since 2015","I gladly accept returns","14 days of delivery","3–5 business days","within 24 hours."
KateBraque,"154 Admirers","601 sales","(160)","4.75","On Etsy since 2015","I gladly accept returns, exchanges, and cancellations","3 days of delivery","3–5 business days","within a few hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
ATaylorShop,"402 Admirers","1,115 sales","(348)","4.9873","On Etsy since 2015","I gladly accept returns and exchanges","5 days of delivery","1–3 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
AsWeSeeIt,"271 Admirers","1,373 sales","(384)","4.9649","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
GeekOutBooks,"18 Admirers","62 sales","(14)","5","On Etsy since 2019","","","3–5 business days","within a few hours."
jetsDesiderium,"2113 Admirers","5,145 sales","(1555)","4.9785","On Etsy since 2013","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
Funkystuff13,"1141 Admirers","4,076 sales","(1030)","4.9564","On Etsy since 2012","I gladly accept cancellations","24 hours of purchase","1–3 business days","within a few hours."
GeekOutBooks,"18 Admirers","62 sales","(14)","5","On Etsy since 2019","","","3–5 business days","within a few hours."
Enjoyables4uNL,"335 Admirers","895 sales","(175)","4.9588","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
OutlivedMemories,"540 Admirers","1,259 sales","(207)","4.9107","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
LemonTreeBooks,"417 Admirers","1,425 sales","(295)","4.9406","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","3 days of delivery","3–5 business days","within a few hours."
ThingsWithSoulStore,"","","","","On Etsy since 2020","","","1–3 business days",""
TheJerseyCow,"1660 Admirers","3,165 sales","(866)","4.9811","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
PosyMarket,"507 Admirers","1,502 sales","(247)","5","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
GrantsEmporium,"199 Admirers","65 sales","(9)","5","On Etsy since 2016","","","3–5 business days",""
Calessabay,"1423 Admirers","1,587 sales","(549)","4.9841","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
GrannysLinenCloset,"222 Admirers","557 sales","(177)","5","On Etsy since 2015","","","1–3 business days","within 24 hours."
rosiestreasuretrove,"1166 Admirers","503 sales","(118)","5","On Etsy since 2010","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
rosiestreasuretrove,"1166 Admirers","503 sales","(118)","5","On Etsy since 2010","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
ThreeRowdyRavens,"14 Admirers","92 sales","(22)","5","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
EllisAntiques,"552 Admirers","827 sales","(227)","4.9255","On Etsy since 2010","I gladly accept returns and exchanges","5 days of delivery","1–3 business days","within a few hours."
HaseleySonAntiques,"125 Admirers","233 sales","(84)","5","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
LaLadysVintageFinds,"94 Admirers","948 sales","(161)","4.9814","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
VintageByLafontaine,"611 Admirers","1,975 sales","(488)","4.9767","On Etsy since 2018","I gladly accept returns, exchanges, and cancellations","5 days of delivery","3–5 business days","within a few hours."
VelvetTarantula,"178 Admirers","963 sales","(266)","4.9382","On Etsy since 2016","I gladly accept cancellations","2 days of purchase","1–3 business days","within a few hours."
MusiciansMind,"2 Admirers","15 sales","(1)","5","On Etsy since 2019","","","1–2 business days",""
WhatOnceWasCompany,"179 Admirers","314 sales","(85)","4.9636","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","3–5 business days","within a few hours."
WeStartedWithAMouse,"1484 Admirers","1,475 sales","(284)","4.9268","On Etsy since 2015","I gladly accept returns","14 days of delivery","1 business day","within a few hours."
buyoldschool,"1588 Admirers","2,266 sales","(793)","4.9882","On Etsy since 2008","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
OldFirehand,"51 Admirers","62 sales","(13)","5","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
MusiciansMind,"2 Admirers","15 sales","(1)","5","On Etsy since 2019","","","1–2 business days",""
KCRevival,"138 Admirers","428 sales","(125)","5","On Etsy since 2014","I gladly accept returns and exchanges","3 days of delivery","1–2 business days","within a few hours."
MonsterFarmAntiques,"504 Admirers","1,402 sales","(490)","4.8857","On Etsy since 2010","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
MarketFleaShop,"227 Admirers","461 sales","(107)","4.9153","On Etsy since 2017","","","1–3 business days","within a few hours."
Antique1Island,"20 Admirers","44 sales","(6)","5","On Etsy since 2017","","","3–5 business days","within a few hours."
Twolanevintage,"49 Admirers","241 sales","(54)","5","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
OldButGoldShop,"121 Admirers","177 sales","(31)","4.84","On Etsy since 2017","","","1–3 business days","within a few hours."
DogTrek,"28 Admirers","16 sales","(5)","5","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
DeeSweetNostalgia,"2210 Admirers","1,720 sales","(488)","4.9146","On Etsy since 2013","I gladly accept cancellations","3 hours of purchase","1–2 business days","within a few hours."
AnticoAdventures,"36 Admirers","116 sales","(16)","4.9167","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","3–5 business days","within 24 hours."
BellaLaModeGallery,"133 Admirers","1,343 sales","(286)","4.9551","On Etsy since 2014","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
fabvintagejewels,"1281 Admirers","656 sales","(212)","4.9655","On Etsy since 2013","I gladly accept returns and exchanges","3 days of delivery","1–2 business days","within a few hours."
DogTrek,"28 Admirers","16 sales","(5)","5","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
RelishedAntiquity,"1352 Admirers","963 sales","(226)","4.9759","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
MyGrandmasAtticShop,"121 Admirers","205 sales","(52)","4.9574","On Etsy since 2018","I gladly accept returns and cancellations","14 days of delivery","1–7 business days","within a few hours."
RareUniqueTreasures,"74 Admirers","99 sales","(28)","4.5556","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
SimplySydney2,"122 Admirers","1,040 sales","(213)","4.9524","On Etsy since 2015","","","1 business day","within a few hours."
evandrake,"27 Admirers","30 sales","(9)","5","On Etsy since 2010","","","1–2 business days",""
evandrake,"27 Admirers","30 sales","(9)","5","On Etsy since 2010","","","1–2 business days",""
evandrake,"27 Admirers","30 sales","(9)","5","On Etsy since 2010","","","1–2 business days",""
EtalonShop,"118 Admirers","30 sales","(5)","5","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
SweetPeaVintageTwo,"952 Admirers","2,597 sales","(733)","4.9085","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
LittleAngelLaden,"16 Admirers","31 sales","(73)","5","On Etsy since 2018","I gladly accept returns and cancellations","14 days of delivery","1–3 business days","within 24 hours."
OnPointWoodworking,"10 Admirers","","","","On Etsy since 2016","","","1–2 business days",""
KimWoodsVintage,"917 Admirers","2,572 sales","(630)","4.9879","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1–2 weeks","within a few hours."
JadeDuckBooty,"153 Admirers","441 sales","(93)","5","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
WildernessTradingCo,"185 Admirers","463 sales","(101)","4.9787","On Etsy since 2015","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
Scandinaviafinds,"1037 Admirers","943 sales","(241)","4.9407","On Etsy since 2013","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
cvetishop,"224 Admirers","618 sales","(134)","4.9773","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1 business day","within 24 hours."
KabulGallery,"2144 Admirers","775 sales","(132)","4.9697","On Etsy since 2015","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within 24 hours."
PendeloqueJewelry,"2 Admirers","","","","On Etsy since 2019","","","1–2 business days",""
CraftyByNatureStore,"369 Admirers","2,504 sales","(605)","4.8624","On Etsy since 2015","I gladly accept returns and exchanges","3 days of delivery","1 business day","within a few hours."
Funkystuff13,"1141 Admirers","4,076 sales","(1030)","4.9564","On Etsy since 2012","I gladly accept cancellations","24 hours of purchase","1–3 business days","within a few hours."
LaShoppin,"10 Admirers","19 sales","(2)","5","On Etsy since 2020","","","1–3 business days",""
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
AntiqueBoss,"877 Admirers","4,784 sales","(1072)","4.9753","On Etsy since 2017","","","1–2 business days","within 24 hours."
exquisitelyfrench,"95 Admirers","113 sales","(38)","4.7619","On Etsy since 2018","I don't accept returns, exchanges, or cancellations","","3–5 business days","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
WhatsNewOnTheMantel,"6018 Admirers","5,981 sales","(1735)","4.8353","On Etsy since 2010","","","3–5 business days","within a few hours."
714Thrifters,"124 Admirers","510 sales","(148)","5","On Etsy since 2015","","","1 business day","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
DotnBettys,"1633 Admirers","3,795 sales","(1003)","4.9474","On Etsy since 2013","I gladly accept returns","3 days of delivery","1–3 business days","within a few hours."
ThePlaidFreckle,"119 Admirers","330 sales","(78)","5","On Etsy since 2014","","","1–3 business days","within a few hours."
DansandAdiHomeDecor,"647 Admirers","3,411 sales","(905)","4.9474","On Etsy since 2016","","","1–3 business days","within a few hours."
NathanHAntiques,"294 Admirers","152 sales","(41)","4.5","On Etsy since 2015","","","1–3 business days",""
ThisnthatbyDarrell,"88 Admirers","800 sales","(171)","4.9762","On Etsy since 2018","","","3–5 business days","within a few hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
TimeWarpVertigo,"539 Admirers","2,114 sales","(581)","4.9787","On Etsy since 2014","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
TamingChaos,"564 Admirers","1,492 sales","(406)","5","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
PheasantRunAntiques,"465 Admirers","1,949 sales","(559)","4.9115","On Etsy since 2012","","","3–5 business days","within 24 hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
MarshallsToys,"45 Admirers","74 sales","(34)","4.9706","On Etsy since 2019","","","1–2 weeks","within 24 hours."
goodsworkshop,"117 Admirers","74 sales","(6)","5","On Etsy since 2020","","","1–2 business days","within 24 hours."
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
TizaVintage,"2132 Admirers","1,417 sales","(315)","4.6389","On Etsy since 2012","I gladly accept returns and cancellations","3 days of delivery","3–5 business days","within 24 hours."
tjtenterpraises,"3 Admirers","","","","On Etsy since 2019","","","2–3 weeks",""
goodsworkshop,"117 Admirers","74 sales","(6)","5","On Etsy since 2020","","","1–2 business days","within 24 hours."
goodsworkshop,"117 Admirers","74 sales","(6)","5","On Etsy since 2020","","","1–2 business days","within 24 hours."
ViviansVintage,"1064 Admirers","1,245 sales","(420)","4.8667","On Etsy since 2010","","","1–3 business days","within 24 hours."
VintageOldFox,"755 Admirers","690 sales","(155)","4.9639","On Etsy since 2013","I gladly accept returns and cancellations","14 days of delivery","1–3 business days","within a few hours."
Collectabug,"22 Admirers","63 sales","(20)","5","On Etsy since 2018","I gladly accept returns","14 days of delivery","3–5 business days",""
InWinVintage,"19 Admirers","42 sales","(7)","5","On Etsy since 2020","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
MademoiselleElleShop,"56 Admirers","105 sales","(19)","4.8421","On Etsy since 2019","","","1–3 business days","within 24 hours."
VintageOldSchoool,"173 Admirers","432 sales","(104)","5","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
AntiqueBoss,"877 Admirers","4,784 sales","(1072)","4.9753","On Etsy since 2017","","","1–2 business days","within 24 hours."
AntikhofWolf,"534 Admirers","1,115 sales","(1291)","4.9753","On Etsy since 2017","I gladly accept returns","14 days of delivery","1–3 business days","within a few hours."
Untiques,"10 Admirers","51 sales","(14)","4.9286","On Etsy since 2019","","","1–3 business days","within a few hours."
BagBagSydVintage,"597 Admirers","1,159 sales","(334)","5","On Etsy since 2016","I gladly accept returns and cancellations","14 days of delivery","1–3 business days","within a few hours."
FineUniqueThings,"1 Admirer","7 sales","(1)","5","On Etsy since 2019","","","1–3 business days",""
Tomsantiquesandmore,"101 Admirers","182 sales","(46)","5","On Etsy since 2014","","","1–2 business days","within 24 hours."
oldmaya,"3685 Admirers","12,017 sales","(3540)","4.9642","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within 24 hours."
Vintageknifesold,"3 Admirers","","","","On Etsy since 2017","","","1 business day",""
urbanshopping,"142 Admirers","471 sales","(90)","4.84","On Etsy since 2013","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
FeelingVintageGifts,"51 Admirers","108 sales","(23)","5","On Etsy since 2018","I gladly accept returns and exchanges","7 days of delivery","1–3 business days","within a few hours."
VintageArtAndStyle,"222 Admirers","538 sales","(135)","4.9565","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
VondaTreasures,"21 Admirers","51 sales","(26)","5","On Etsy since 2020","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
RetroReaction,"1382 Admirers","5,077 sales","(1396)","4.9833","On Etsy since 2011","","","1–2 business days","within 24 hours."
LarrysLoot,"1783 Admirers","3,830 sales","(1401)","4.9873","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
TwigginsNTwine,"54 Admirers","131 sales","(43)","5","On Etsy since 2014","I gladly accept returns and exchanges","7 days of delivery","1–3 business days","within a few hours."
brooksandthurman,"441 Admirers","1,604 sales","(425)","4.9487","On Etsy since 2012","","","1–3 business days","within a few hours."
HillhomeTreasures,"421 Admirers","8,732 sales","(1621)","4.9541","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
VintageIhorUA,"185 Admirers","364 sales","(90)","4.9714","On Etsy since 2016","I gladly accept exchanges","14 days of delivery","1–3 business days","within a few hours."
SANDJCRAFTSANDTHINGS,"209 Admirers","467 sales","(111)","5","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
Auroracustomshop,"92 Admirers","5 sales","","","On Etsy since 2016","","","1–3 business days","within a few hours."
smilehood,"2750 Admirers","6,967 sales","(800)","4.9125","On Etsy since 2010","I gladly accept returns and exchanges","7 days of delivery","1 business day","within 24 hours."
KrustyTubs,"223 Admirers","186 sales","(55)","5","On Etsy since 2015","","","1–3 business days","within 24 hours."
smilehood,"2750 Admirers","6,967 sales","(800)","4.9125","On Etsy since 2010","I gladly accept returns and exchanges","7 days of delivery","3–5 business days","within 24 hours."
a440pianos,"83 Admirers","15 sales","","5","On Etsy since 2017","","","3–4 weeks","within a few hours."
DapperGentUK,"55 Admirers","162 sales","(48)","4.8542","On Etsy since 2018","","","1–3 business days","within 24 hours."
OldandNewDreams,"1 Admirer","3 sales","","","On Etsy since 2019","","","1–3 business days",""
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
NEWYORKCITYVINTAGE,"83 Admirers","39 sales","(6)","5","On Etsy since 2011","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
FreakshopFrance,"55 Admirers","47 sales","(9)","5","On Etsy since 2018","","","1–2 weeks","within 24 hours."
DougiesTreasures,"179 Admirers","262 sales","(86)","4.9091","On Etsy since 2017","I gladly accept returns and cancellations","3 days of delivery","1–2 business days","within a few hours."
Greenbanks,"1441 Admirers","3,970 sales","(1145)","4.9666","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1–3 business days","within 24 hours."
Bobsguitardecals,"148 Admirers","2,092 sales","(120)","4.5946","On Etsy since 2017","","","1–2 weeks","within a few hours."
CiaraAndAdamAntiques,"448 Admirers","849 sales","(152)","4.9722","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
HudsonRiverHeart,"489 Admirers","841 sales","(268)","5","On Etsy since 2011","I gladly accept returns and cancellations","3 days of delivery","1 business day","within a few hours."
PortugueseVintage,"7115 Admirers","14,022 sales","(4711)","4.8279","On Etsy since 2009","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
PursuingVintage1,"1123 Admirers","974 sales","(301)","5","On Etsy since 2013","I gladly accept returns and cancellations","3 days of delivery","1–2 business days","within 24 hours."
TheVintageAmerica,"853 Admirers","1,581 sales","(310)","4.8053","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
VintageRareGuitars,"199 Admirers","34 sales","","4","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
PatsyTexasRose,"408 Admirers","379 sales","(171)","5","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
DivinePassion,"316 Admirers","1,427 sales","(369)","4.9097","On Etsy since 2015","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
RetroboutiqueYasha,"59 Admirers","11 sales","(2)","5","On Etsy since 2019","","","1–2 business days","within 24 hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
AbundantThings,"4 Admirers","14 sales","(3)","5","On Etsy since 2019","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1 business day",""
BeatifulVintage,"81 Admirers","113 sales","(13)","4.9231","On Etsy since 2018","","","1 business day","within a few hours."
GrantsEmporium,"199 Admirers","65 sales","(9)","5","On Etsy since 2016","","","3–5 business days",""
VintageAndRarities,"132 Admirers","104 sales","(21)","4.875","On Etsy since 2017","","","3–5 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
Redstartradingpost,"175 Admirers","104 sales","(40)","5","On Etsy since 2018","I gladly accept returns","14 days of delivery","1–2 weeks","within a few hours."
BarrysAttic,"347 Admirers","616 sales","(149)","4.9063","On Etsy since 2014","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within 24 hours."
IceAgeTreasures,"83 Admirers","325 sales","(83)","5","On Etsy since 2014","","","1–3 business days","within 24 hours."
PurelySplendidAgain,"48 Admirers","158 sales","(42)","5","On Etsy since 2017","I gladly accept returns","7 days of delivery","1–3 business days","within a few hours."
FiddleDeeDooDah,"943 Admirers","2,013 sales","(584)","4.9904","On Etsy since 2017","I gladly accept returns","14 days of delivery","1–3 business days","within a few hours."
ILoveOldMedia,"56 Admirers","897 sales","(109)","4.9245","On Etsy since 2014","I gladly accept returns","3 days of delivery","1 business day","within a few hours."
MarketFleaShop,"227 Admirers","461 sales","(107)","4.9153","On Etsy since 2017","","","1–3 business days","within a few hours."
KrustyTubs,"223 Admirers","186 sales","(55)","5","On Etsy since 2015","","","1–3 business days","within 24 hours."
PheasantRunAntiques,"465 Admirers","1,949 sales","(559)","4.9115","On Etsy since 2012","","","3–5 business days","within 24 hours."
ArtbyAltonLansing,"","","","","On Etsy since 2020","","","3–5 business days",""
HuxleyUniques,"80 Admirers","310 sales","(39)","5","On Etsy since 2017","","","1–2 business days","within 24 hours."
FlightFromTheFaraway,"390 Admirers","587 sales","(153)","4.9","On Etsy since 2015","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
shopkeeparlington,"1941 Admirers","4,931 sales","(1461)","4.9696","On Etsy since 2013","I gladly accept cancellations","6 hours of purchase","1–3 business days","within a few hours."
AuntAliceVintage,"1 Admirer","3 sales","(1)","5","On Etsy since 2017","I gladly accept returns and exchanges","5 days of delivery","1–3 business days",""
RetroboutiqueYasha,"59 Admirers","11 sales","(2)","5","On Etsy since 2019","","","1–2 business days","within 24 hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
VintageAndRarities,"132 Admirers","104 sales","(21)","4.875","On Etsy since 2017","","","3–5 business days","within 24 hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
EcoRelics,"81 Admirers","24 sales","(8)","5","On Etsy since 2014","I gladly accept returns and cancellations","21 days of delivery","",""
CopperAndTin,"10099 Admirers","4,550 sales","(1477)","4.9462","On Etsy since 2010","","","1–3 business days","within 24 hours."
VintageRareGuitars,"199 Admirers","34 sales","","4","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
ARTetMUSIC,"12 Admirers","8 sales","","","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
HorsesForCourses,"5577 Admirers","2,460 sales","(520)","4.9533","On Etsy since 2013","I gladly accept returns","14 days of delivery","1–3 business days","within 24 hours."
ChateauRocher,"899 Admirers","915 sales","(228)","4.9774","On Etsy since 2015","","","1–2 business days","within a few hours."
Andersgifts,"130 Admirers","300 sales","(61)","4.7895","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
BrinkleyAndWhite,"94 Admirers","344 sales","(88)","4.9722","On Etsy since 2014","","","3–5 business days","within 24 hours."
AmicTony,"227 Admirers","1,083 sales","(379)","4.952","On Etsy since 2013","I gladly accept returns and cancellations","5 days of delivery","3–5 business days","within a few hours."
VintageFriesland,"128 Admirers","358 sales","(69)","4.9265","On Etsy since 2019","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
GuestFromThePast,"3002 Admirers","5,431 sales","(797)","4.8397","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
nycpawntreasure,"6 Admirers","15 sales","(7)","5","On Etsy since 2020","","","1 business day",""
steinbecks,"","36 sales","(5)","5","On Etsy since 2020","","","1–3 business days",""
FromCharlottesAttic,"94 Admirers","317 sales","(94)","4.9778","On Etsy since 2017","","","1 business day","within a few hours."
KnfStore,"","","","","On Etsy since 2020","","","1–3 business days",""
ShacklefordPianos,"26 Admirers","","","","On Etsy since 2017","","","1–2 weeks",""
MorgansCreek,"242 Admirers","768 sales","(217)","5","On Etsy since 2010","","","1–2 business days","within 24 hours."
itsthepatina,"32 Admirers","36 sales","(15)","5","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
maydo2019,"11 Admirers","4 sales","","","On Etsy since 2019","","","3–4 weeks",""
GrantsEmporium,"199 Admirers","65 sales","(9)","5","On Etsy since 2016","","","3–5 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
BONETOWNMUSIC,"1 Admirer","3 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
